品名,日付,販売方法,卸売数量合計,豊洲,大田,豊島,淀橋,板橋,世田谷,北足立,多摩NT,葛西
にんじん,2021/2/22,相対,270978,44315,120065,13500,41690,19400,6298,8500,1810,15400
にんじん,2021/2/22,第三者販売,3460,100,570,1500,－,－,－,－,1290,－
にんじん,2021/2/22,商物分離,8752,－,8752,－,－,－,－,－,－,－
ごぼう,2021/2/22,せり・入札,16,－,16,－,－,－,－,－,－,－
ごぼう,2021/2/22,相対,16815,1167,8718,1000,1535,2300,353,700,142,900
ごぼう,2021/2/22,第三者販売,52,－,52,－,－,－,－,－,－,－
ごぼう,2021/2/22,商物分離,2098,－,2098,－,－,－,－,－,－,－
キャベツ,2021/2/22,せり・入札,3850,－,3340,100,－,210,－,100,－,100
キャベツ,2021/2/22,相対,957210,103560,451390,34900,173640,43590,24070,58400,14860,52800
キャベツ,2021/2/22,第三者販売,11860,7650,4210,－,－,－,－,－,－,－
キャベツ,2021/2/22,商物分離,166128,－,166128,－,－,－,－,－,－,－
レタス,2021/2/22,せり・入札,610,－,160,100,－,150,－,100,－,100
レタス,2021/2/22,相対,320514,40690,182815,15300,22639,17450,4810,16000,4810,16000
レタス,2021/2/22,第三者販売,9080,－,6480,2600,－,－,－,－,－,－
レタス,2021/2/22,商物分離,2906,－,2906,－,－,－,－,－,－,－
はくさい,2021/2/22,せり・入札,3865,－,3120,150,－,195,－,300,－,100
はくさい,2021/2/22,相対,618486,50655,312369,59850,76829,24505,12048,32200,13930,36100
はくさい,2021/2/22,第三者販売,2295,2295,－,－,－,－,－,－,－,－
はくさい,2021/2/22,商物分離,105500,－,105500,－,－,－,－,－,－,－
こまつな,2021/2/22,せり・入札,6625,－,3830,200,352,100,143,－,－,2000
こまつな,2021/2/22,相対,65195,11939,28127,2800,6691,6100,740,6500,698,1600
こまつな,2021/2/22,第三者販売,100,100,－,－,－,－,－,－,－,－
こまつな,2021/2/22,商物分離,2115,－,2115,－,－,－,－,－,－,－
ほうれんそう,2021/2/22,せり・入札,3552,1988,851,－,533,80,－,100,－,－
ほうれんそう,2021/2/22,相対,90992,13575,41206,6000,10136,3820,796,11400,859,3200
ほうれんそう,2021/2/22,第三者販売,1072,1072,－,－,－,－,－,－,－,－
ほうれんそう,2021/2/22,商物分離,3451,－,3451,－,－,－,－,－,－,－
ねぎ,2021/2/22,せり・入札,2666,679,95,50,1267,75,－,400,－,100
ねぎ,2021/2/22,相対,197935,28930,87743,9700,24068,18825,3364,14100,3405,7800
ねぎ,2021/2/22,第三者販売,2460,2060,150,250,－,－,－,－,－,－
ねぎ,2021/2/22,商物分離,6925,－,6925,－,－,－,－,－,－,－
みずな,2021/2/22,せり・入札,2,－,2,－,－,－,－,－,－,－
みずな,2021/2/22,相対,30046,7095,12919,1000,1845,1900,183,3700,604,800
みずな,2021/2/22,第三者販売,219,35,184,－,－,－,－,－,－,－
みずな,2021/2/22,商物分離,1312,－,1312,－,－,－,－,－,－,－
セルリー,2021/2/22,せり・入札,50,－,50,－,－,－,－,－,－,－
セルリー,2021/2/22,相対,42270,5214,22835,2000,4631,1900,410,3000,1180,1100
セルリー,2021/2/22,第三者販売,260,260,－,－,－,－,－,－,－,－
セルリー,2021/2/22,商物分離,1000,－,1000,－,－,－,－,－,－,－
ブロッコリー,2021/2/22,せり・入札,529,－,473,－,－,－,56,－,－,－
ブロッコリー,2021/2/22,相対,216983,36210,122000,3000,27342,3700,2094,8500,3437,10700
ブロッコリー,2021/2/22,第三者販売,7449,7449,－,－,－,－,－,－,－,－
ブロッコリー,2021/2/22,商物分離,16188,－,16188,－,－,－,－,－,－,－
きゅうり,2021/2/22,せり・入札,610,－,285,50,－,75,－,100,－,100
きゅうり,2021/2/22,相対,320567,41755,156989,11950,41007,17925,15341,21900,2400,11300
きゅうり,2021/2/22,第三者販売,2220,2180,40,－,－,－,－,－,－,－
きゅうり,2021/2/22,商物分離,3620,－,3620,－,－,－,－,－,－,－
なす,2021/2/22,せり・入札,232,－,25,50,－,57,－,100,－,－
なす,2021/2/22,相対,156879,22903,79547,2950,17964,10343,2681,6900,1491,12100
なす,2021/2/22,第三者販売,1181,1052,129,－,－,－,－,－,－,－
なす,2021/2/22,商物分離,1975,－,1975,－,－,－,－,－,－,－
トマト,2021/2/22,せり・入札,800,124,344,32,－,100,－,100,－,100
トマト,2021/2/22,相対,351025,41352,180589,11968,52809,14800,9199,24400,4008,11900
トマト,2021/2/22,第三者販売,5168,5084,84,－,－,－,－,－,－,－
トマト,2021/2/22,商物分離,19735,－,19235,－,－,－,－,500,－,－
ミニトマト,2021/2/22,相対,102228,9853,62925,700,11862,5600,1077,4700,311,5200
ミニトマト,2021/2/22,第三者販売,644,596,24,－,－,－,－,－,24,－
ミニトマト,2021/2/22,商物分離,8106,－,8106,－,－,－,－,－,－,－
ピーマン,2021/2/22,せり・入札,1132,－,320,－,680,32,－,100,－,－
ピーマン,2021/2/22,相対,99697,11571,51372,4998,12921,4068,3910,4400,757,5700
ピーマン,2021/2/22,第三者販売,323,313,8,2,－,－,－,－,－,－
ピーマン,2021/2/22,商物分離,3067,－,3067,－,－,－,－,－,－,－
じゃがいも,2021/2/22,せり・入札,100,－,100,－,－,－,－,－,－,－
じゃがいも,2021/2/22,相対,366020,11306,170544,15000,64430,20000,14600,22500,10140,37500
じゃがいも,2021/2/22,第三者販売,2900,2900,－,－,－,－,－,－,－,－
じゃがいも,2021/2/22,商物分離,10000,－,10000,－,－,－,－,－,－,－
さつまいも,2021/2/22,せり・入札,510,－,510,－,－,－,－,－,－,－
さつまいも,2021/2/22,相対,143660,13366,78407,5000,17997,4900,4650,7500,2640,9200
さつまいも,2021/2/22,第三者販売,485,215,270,－,－,－,－,－,－,－
さつまいも,2021/2/22,商物分離,12551,－,12551,－,－,－,－,－,－,－
さといも,2021/2/22,せり・入札,110,110,－,－,－,－,－,－,－,－
さといも,2021/2/22,相対,17659,1521,11661,100,2432,1500,145,300,－,－
さといも,2021/2/22,第三者販売,10,10,－,－,－,－,－,－,－,－
さといも,2021/2/22,商物分離,780,－,780,－,－,－,－,－,－,－
たまねぎ,2021/2/22,せり・入札,210,－,210,－,－,－,－,－,－,－
たまねぎ,2021/2/22,相対,606607,55343,290064,40000,83046,18400,27754,51000,5200,35800
たまねぎ,2021/2/22,第三者販売,70360,－,70360,－,－,－,－,－,－,－
たまねぎ,2021/2/22,商物分離,10800,－,10800,－,－,－,－,－,－,－
なましいたけ,2021/2/22,せり・入札,383,209,63,－,111,－,－,－,－,－
なましいたけ,2021/2/22,相対,36855,3158,24059,300,2117,900,217,5300,4,800
なましいたけ,2021/2/22,第三者販売,265,201,64,－,－,－,－,－,－,－
なましいたけ,2021/2/22,商物分離,334,－,334,－,－,－,－,－,－,－
その他野菜,2021/2/22,せり・入札,11151,1585,4542,－,4324,－,－,200,－,500
その他野菜,2021/2/22,相対,843926,131820,390815,50000,82156,50500,17611,59800,11024,50200
その他野菜,2021/2/22,第三者販売,10572,4997,5575,－,－,－,－,－,－,－
その他野菜,2021/2/22,商物分離,14250,－,14250,－,－,－,－,－,－,－
みかん,2021/2/22,せり・入札,8633,－,5243,－,－,3260,－,100,－,30
みかん,2021/2/22,相対,367853,75816,179375,18600,35252,15410,3200,20800,330,19070
みかん,2021/2/22,第三者販売,16060,13530,2400,－,－,130,－,－,－,－
ポンカン,2021/2/22,相対,48481,1260,28496,2000,10365,－,200,5800,260,100
あまなつかん,2021/2/22,せり・入札,570,－,570,－,－,－,－,－,－,－
あまなつかん,2021/2/22,相対,61580,4750,32740,4000,9000,5000,－,5000,90,1000
あまなつかん,2021/2/22,第三者販売,250,250,－,－,－,－,－,－,－,－
いよかん,2021/2/22,相対,99298,7300,49280,5000,20128,1300,3000,11500,190,1600
いよかん,2021/2/22,第三者販売,4970,4700,270,－,－,－,－,－,－,－
いよかん,2021/2/22,商物分離,9900,－,9900,－,－,－,－,－,－,－
はっさく,2021/2/22,相対,68179,2594,39085,－,6900,3400,400,10500,200,5100
はっさく,2021/2/22,第三者販売,1781,－,1781,－,－,－,－,－,－,－
不知火,2021/2/22,せり・入札,305,－,305,－,－,－,－,－,－,－
不知火,2021/2/22,相対,209288,34765,110142,1800,28846,5900,2400,13400,5035,7000
不知火,2021/2/22,第三者販売,9440,3379,3075,－,－,－,－,－,2986,－
不知火,2021/2/22,商物分離,2120,－,2120,－,－,－,－,－,－,－
せとか,2021/2/22,せり・入札,288,－,288,－,－,－,－,－,－,－
せとか,2021/2/22,相対,41249,3530,32357,1000,2262,－,－,2000,100,－
せとか,2021/2/22,第三者販売,84,－,84,－,－,－,－,－,－,－
きんかん,2021/2/22,相対,12430,2133,8280,700,917,300,－,－,－,100
きんかん,2021/2/22,第三者販売,107,86,21,－,－,－,－,－,－,－
きんかん,2021/2/22,商物分離,9,－,9,－,－,－,－,－,－,－
りんご,2021/2/22,せり・入札,13660,－,13630,－,－,－,－,－,－,30
りんご,2021/2/22,相対,376656,53790,203383,6000,65683,13550,3900,11500,280,18570
りんご,2021/2/22,第三者販売,4738,2500,2088,－,－,150,－,－,－,－
りんご,2021/2/22,商物分離,28004,－,28004,－,－,－,－,－,－,－
いちご,2021/2/22,せり・入札,1135,－,875,－,－,6,－,100,－,154
いちご,2021/2/22,相対,260912,21128,190392,2900,14785,4144,400,18100,1117,7946
いちご,2021/2/22,第三者販売,3446,1427,1969,－,－,50,－,－,－,－
いちご,2021/2/22,商物分離,19450,－,19450,－,－,－,－,－,－,－
アールスメロン,2021/2/22,せり・入札,2397,395,1786,16,－,－,－,200,－,－
アールスメロン,2021/2/22,相対,8862,1095,6711,384,472,100,－,－,－,100
アールスメロン,2021/2/22,第三者販売,162,162,－,－,－,－,－,－,－,－
キウイ,2021/2/22,せり・入札,1167,－,1167,－,－,－,－,－,－,－
キウイ,2021/2/22,相対,34364,4091,19656,1600,3488,1100,150,3200,979,100
キウイ,2021/2/22,第三者販売,4322,4175,147,－,－,－,－,－,－,－
キウイ,2021/2/22,商物分離,8894,－,8894,－,－,－,－,－,－,－
その他果実,2021/2/22,せり・入札,1934,－,1934,－,－,－,－,－,－,－
その他果実,2021/2/22,相対,393799,64758,144489,12400,29775,49000,3500,52900,2677,34300
その他果実,2021/2/22,第三者販売,11640,8895,2745,－,－,－,－,－,－,－
その他果実,2021/2/22,商物分離,10886,－,10886,－,－,－,－,－,－,－
だいこん,2021/2/24,せり・入札,809,－,209,100,－,200,－,200,－,100
だいこん,2021/2/24,相対,538649,28855,254960,24600,66843,35000,22439,44800,13852,47300
だいこん,2021/2/24,第三者販売,300,－,－,300,－,－,－,－,－,－
だいこん,2021/2/24,商物分離,35970,－,35970,－,－,－,－,－,－,－
かぶ,2021/2/24,せり・入札,286,－,286,－,－,－,－,－,－,－
かぶ,2021/2/24,相対,53269,－,38815,2000,4757,2500,583,2800,1114,700
かぶ,2021/2/24,商物分離,2745,－,2545,－,－,－,－,200,－,－
にんじん,2021/2/24,せり・入札,2365,－,2265,－,－,－,－,－,－,100
にんじん,2021/2/24,相対,261128,33635,114127,13000,40062,19100,3744,9000,3560,24900
にんじん,2021/2/24,第三者販売,4720,50,2210,2000,－,－,－,－,460,－
にんじん,2021/2/24,商物分離,6760,－,6760,－,－,－,－,－,－,－
ごぼう,2021/2/24,相対,14171,1026,5472,500,3136,2000,451,100,86,1400
ごぼう,2021/2/24,商物分離,1384,－,1384,－,－,－,－,－,－,－
キャベツ,2021/2/24,せり・入札,4442,550,3392,100,－,200,－,100,－,100
キャベツ,2021/2/24,相対,775171,71931,363395,39900,122415,40800,17480,58900,9750,50600
キャベツ,2021/2/24,第三者販売,13967,3970,9997,－,－,－,－,－,－,－
キャベツ,2021/2/24,商物分離,137650,－,137650,－,－,－,－,－,－,－
レタス,2021/2/24,せり・入札,828,－,328,100,－,200,－,100,－,100
レタス,2021/2/24,相対,339819,36892,192576,23600,22969,17000,4102,20400,7980,14300
レタス,2021/2/24,第三者販売,6900,－,5600,1300,－,－,－,－,－,－
レタス,2021/2/24,商物分離,31650,－,31650,－,－,－,－,－,－,－
はくさい,2021/2/24,せり・入札,2316,－,1571,150,－,195,－,300,－,100
はくさい,2021/2/24,相対,515336,48581,240089,59850,63024,22105,9763,33700,9624,28600
はくさい,2021/2/24,商物分離,195350,－,184350,－,－,－,－,11000,－,－
こまつな,2021/2/24,せり・入札,9282,－,6584,200,300,100,98,－,－,2000
こまつな,2021/2/24,相対,59286,11148,25052,2800,5700,6100,610,5500,476,1900
こまつな,2021/2/24,第三者販売,50,50,－,－,－,－,－,－,－,－
こまつな,2021/2/24,商物分離,1856,－,1856,－,－,－,－,－,－,－
ほうれんそう,2021/2/24,せり・入札,9314,1589,7061,－,484,80,－,100,－,－
ほうれんそう,2021/2/24,相対,87473,10674,36209,8000,9191,3920,797,10400,2782,5500
ほうれんそう,2021/2/24,第三者販売,55,－,55,－,－,－,－,－,－,－
ほうれんそう,2021/2/24,商物分離,1939,－,1939,－,－,－,－,－,－,－
ねぎ,2021/2/24,せり・入札,2230,469,25,50,1111,75,－,400,－,100
ねぎ,2021/2/24,相対,177925,25184,78175,11800,21110,14925,2275,15100,2056,7300
ねぎ,2021/2/24,第三者販売,1715,1510,55,150,－,－,－,－,－,－
ねぎ,2021/2/24,商物分離,7635,－,7635,－,－,－,－,－,－,－
みずな,2021/2/24,せり・入札,56,－,56,－,－,－,－,－,－,－
みずな,2021/2/24,相対,28542,7277,11713,1800,1900,1700,242,2600,310,1000
みずな,2021/2/24,第三者販売,378,10,368,－,－,－,－,－,－,－
みずな,2021/2/24,商物分離,815,－,815,－,－,－,－,－,－,－
セルリー,2021/2/24,せり・入札,110,－,110,－,－,－,－,－,－,－
セルリー,2021/2/24,相対,35820,4765,17687,2000,3608,1800,410,3400,950,1200
セルリー,2021/2/24,第三者販売,250,250,－,－,－,－,－,－,－,－
ブロッコリー,2021/2/24,せり・入札,1103,－,1103,－,－,－,－,－,－,－
ブロッコリー,2021/2/24,相対,175143,20460,99336,5000,25217,3300,1631,3500,2299,14400
ブロッコリー,2021/2/24,第三者販売,9550,9550,－,－,－,－,－,－,－,－
ブロッコリー,2021/2/24,商物分離,25299,－,25299,－,－,－,－,－,－,－
きゅうり,2021/2/24,せり・入札,1075,－,750,50,－,75,－,100,－,100
きゅうり,2021/2/24,相対,342151,39206,160718,11950,47164,15225,20408,22900,11080,13500
きゅうり,2021/2/24,第三者販売,1970,1940,30,－,－,－,－,－,－,－
きゅうり,2021/2/24,商物分離,5100,－,5100,－,－,－,－,－,－,－
なす,2021/2/24,せり・入札,265,－,25,50,－,90,－,100,－,－
なす,2021/2/24,相対,154003,26737,73595,4950,15011,8710,2561,7400,4939,10100
なす,2021/2/24,第三者販売,282,151,131,－,－,－,－,－,－,－
なす,2021/2/24,商物分離,2098,－,2098,－,－,－,－,－,－,－
トマト,2021/2/24,せり・入札,1243,209,702,32,－,100,－,100,－,100
トマト,2021/2/24,相対,297172,27155,155442,11968,45520,13900,8771,19400,2216,12800
トマト,2021/2/24,第三者販売,8175,8031,144,－,－,－,－,－,－,－
トマト,2021/2/24,商物分離,12474,－,11974,－,－,－,－,500,－,－
ミニトマト,2021/2/24,せり・入札,15,－,15,－,－,－,－,－,－,－
ミニトマト,2021/2/24,相対,69731,6515,39003,800,9680,1800,1808,3400,325,6400
ミニトマト,2021/2/24,第三者販売,4147,4127,20,－,－,－,－,－,－,－
ミニトマト,2021/2/24,商物分離,13025,－,13025,－,－,－,－,－,－,－
ピーマン,2021/2/24,せり・入札,957,－,166,－,648,43,－,100,－,－
ピーマン,2021/2/24,相対,81522,9161,39690,3998,12308,4457,2994,4000,614,4300
ピーマン,2021/2/24,第三者販売,2,－,－,2,－,－,－,－,－,－
ピーマン,2021/2/24,商物分離,1987,－,1987,－,－,－,－,－,－,－
じゃがいも,2021/2/24,せり・入札,150,－,150,－,－,－,－,－,－,－
じゃがいも,2021/2/24,相対,300942,25963,155751,7000,38498,21500,6050,11000,5480,29700
じゃがいも,2021/2/24,第三者販売,3050,3050,－,－,－,－,－,－,－,－
さつまいも,2021/2/24,せり・入札,460,－,460,－,－,－,－,－,－,－
さつまいも,2021/2/24,相対,125300,13566,67750,6000,14634,5500,2395,2500,1255,11700
さつまいも,2021/2/24,第三者販売,585,440,145,－,－,－,－,－,－,－
さつまいも,2021/2/24,商物分離,2215,－,2215,－,－,－,－,－,－,－
さといも,2021/2/24,せり・入札,215,175,40,－,－,－,－,－,－,－
さといも,2021/2/24,相対,18255,3901,10367,100,1222,900,165,1600,－,－
さといも,2021/2/24,商物分離,775,－,775,－,－,－,－,－,－,－
たまねぎ,2021/2/24,相対,507626,36635,200326,12000,82836,62900,20799,30500,6330,55300
たまねぎ,2021/2/24,第三者販売,38600,200,38400,－,－,－,－,－,－,－
たまねぎ,2021/2/24,商物分離,63400,－,63400,－,－,－,－,－,－,－
なましいたけ,2021/2/24,せり・入札,312,114,91,－,107,－,－,－,－,－
なましいたけ,2021/2/24,相対,29663,2672,17151,300,2037,1100,271,4500,32,1600
なましいたけ,2021/2/24,第三者販売,230,190,40,－,－,－,－,－,－,－
なましいたけ,2021/2/24,商物分離,1317,－,1317,－,－,－,－,－,－,－
その他野菜,2021/2/24,せり・入札,15632,1552,9419,－,3948,－,13,200,－,500
その他野菜,2021/2/24,相対,772343,102335,349012,50000,75013,54000,12020,69800,6863,53300
その他野菜,2021/2/24,第三者販売,7740,3842,3898,－,－,－,－,－,－,－
その他野菜,2021/2/24,商物分離,18406,－,18406,－,－,－,－,－,－,－
みかん,2021/2/24,せり・入札,1735,－,1655,－,－,50,－,－,－,30
みかん,2021/2/24,相対,186809,25141,99024,4000,15224,3450,2300,－,16200,21470
みかん,2021/2/24,第三者販売,5609,5000,609,－,－,－,－,－,－,－
みかん,2021/2/24,商物分離,13360,－,13360,－,－,－,－,－,－,－
ポンカン,2021/2/24,せり・入札,455,－,455,－,－,－,－,－,－,－
ポンカン,2021/2/24,相対,22979,－,10810,2500,6319,500,700,2000,50,100
あまなつかん,2021/2/24,相対,16220,3840,1150,－,5000,－,1100,5000,30,100
あまなつかん,2021/2/24,第三者販売,1160,1160,－,－,－,－,－,－,－,－
いよかん,2021/2/24,相対,39570,6820,10410,8000,2040,3900,－,7500,100,800
いよかん,2021/2/24,第三者販売,2430,1030,－,－,－,－,－,－,1400,－
はっさく,2021/2/24,相対,580,－,－,300,－,100,－,－,80,100
はっさく,2021/2/24,第三者販売,550,550,－,－,－,－,－,－,－,－
不知火,2021/2/24,相対,49839,13536,8255,200,11308,400,2200,6300,1740,5900
不知火,2021/2/24,第三者販売,4348,1608,120,－,－,－,－,－,2620,－
不知火,2021/2/24,商物分離,1990,－,1990,－,－,－,－,－,－,－
せとか,2021/2/24,せり・入札,95,－,95,－,－,－,－,－,－,－
せとか,2021/2/24,相対,11173,－,8546,－,1002,200,－,1400,25,－
せとか,2021/2/24,商物分離,3240,－,3240,－,－,－,－,－,－,－
きんかん,2021/2/24,相対,9358,282,7386,300,590,100,－,600,－,100
きんかん,2021/2/24,第三者販売,126,42,84,－,－,－,－,－,－,－
りんご,2021/2/24,せり・入札,9620,－,9590,－,－,－,－,－,－,30
りんご,2021/2/24,相対,252154,37230,168569,1500,15855,3250,100,16500,180,8970
りんご,2021/2/24,第三者販売,4740,2000,2690,－,－,50,－,－,－,－
りんご,2021/2/24,商物分離,20497,－,20497,－,－,－,－,－,－,－
いちご,2021/2/24,せり・入札,1372,－,1166,－,－,6,－,100,－,100
いちご,2021/2/24,相対,269474,23841,198679,2300,12940,4444,500,17000,70,9700
いちご,2021/2/24,第三者販売,2760,1567,1143,－,－,50,－,－,－,－
いちご,2021/2/24,商物分離,20018,－,20018,－,－,－,－,－,－,－
アールスメロン,2021/2/24,せり・入札,3397,779,2354,64,－,－,－,200,－,－
アールスメロン,2021/2/24,相対,4033,1189,2075,336,328,91,－,－,14,－
アールスメロン,2021/2/24,第三者販売,115,106,－,－,－,9,－,－,－,－
キウイ,2021/2/24,相対,12360,4234,6293,－,285,400,－,－,1048,100
キウイ,2021/2/24,第三者販売,374,374,－,－,－,－,－,－,－,－
キウイ,2021/2/24,商物分離,4520,－,4520,－,－,－,－,－,－,－
その他果実,2021/2/24,せり・入札,855,－,855,－,－,－,－,－,－,－
その他果実,2021/2/24,相対,286723,54524,55592,13500,33255,40300,2400,35000,1582,50570
その他果実,2021/2/24,第三者販売,10607,10383,224,－,－,－,－,－,－,－
その他果実,2021/2/24,商物分離,10548,－,10518,－,－,－,－,－,－,30
だいこん,2021/2/25,せり・入札,2242,－,1642,100,－,200,－,200,－,100
だいこん,2021/2/25,相対,422827,33537,194022,24900,52088,37600,9190,41600,590,29300
だいこん,2021/2/25,第三者販売,6129,6129,－,－,－,－,－,－,－,－
だいこん,2021/2/25,商物分離,18420,－,18420,－,－,－,－,－,－,－
かぶ,2021/2/25,せり・入札,452,－,452,－,－,－,－,－,－,－
かぶ,2021/2/25,相対,52158,6799,30367,2000,5764,2600,515,2800,1013,300
かぶ,2021/2/25,商物分離,2595,－,2395,－,－,－,－,200,－,－
にんじん,2021/2/25,せり・入札,1165,－,1065,－,－,－,－,－,－,100
にんじん,2021/2/25,相対,214129,27170,97381,14700,26677,12500,3681,10000,2720,19300
にんじん,2021/2/25,第三者販売,3320,40,110,2300,－,－,－,－,870,－
にんじん,2021/2/25,商物分離,2247,－,2247,－,－,－,－,－,－,－
ごぼう,2021/2/25,相対,17437,2560,7865,500,2046,1800,327,800,139,1400
ごぼう,2021/2/25,商物分離,1678,－,1678,－,－,－,－,－,－,－
キャベツ,2021/2/25,せり・入札,3940,300,3140,100,－,200,－,100,－,100
キャベツ,2021/2/25,相対,708905,78885,333665,29900,108425,37000,12700,56900,7230,44200
キャベツ,2021/2/25,第三者販売,17502,3200,14302,－,－,－,－,－,－,－
キャベツ,2021/2/25,商物分離,76214,－,76214,－,－,－,－,－,－,－
レタス,2021/2/25,せり・入札,1320,－,870,100,－,150,－,100,－,100
レタス,2021/2/25,相対,263218,29637,146224,15900,18855,16750,3352,16000,1700,14800
レタス,2021/2/25,第三者販売,7724,424,5300,2000,－,－,－,－,－,－
レタス,2021/2/25,商物分離,19007,－,19007,－,－,－,－,－,－,－
はくさい,2021/2/25,せり・入札,1855,－,1110,150,－,195,－,300,－,100
はくさい,2021/2/25,相対,394450,48715,176316,39850,33990,25805,10649,25700,3425,30000
はくさい,2021/2/25,第三者販売,15,－,15,－,－,－,－,－,－,－
はくさい,2021/2/25,商物分離,62300,－,62300,－,－,－,－,－,－,－
こまつな,2021/2/25,せり・入札,7468,－,4946,200,183,100,39,－,－,2000
こまつな,2021/2/25,相対,43274,8338,16488,2800,3481,5000,577,4400,390,1800
こまつな,2021/2/25,第三者販売,50,50,－,－,－,－,－,－,－,－
こまつな,2021/2/25,商物分離,1381,－,1381,－,－,－,－,－,－,－
ほうれんそう,2021/2/25,せり・入札,6159,1095,4545,－,339,80,－,100,－,－
ほうれんそう,2021/2/25,相対,69401,6731,28241,8000,6438,4920,531,8700,440,5400
ほうれんそう,2021/2/25,第三者販売,1617,1492,125,－,－,－,－,－,－,－
ほうれんそう,2021/2/25,商物分離,1925,－,1925,－,－,－,－,－,－,－
ねぎ,2021/2/25,せり・入札,2340,794,25,50,871,100,－,400,－,100
ねぎ,2021/2/25,相対,143452,21211,57461,11800,16548,16300,1612,8700,2320,7500
ねぎ,2021/2/25,第三者販売,1700,1200,350,150,－,－,－,－,－,－
ねぎ,2021/2/25,商物分離,5350,－,5350,－,－,－,－,－,－,－
みずな,2021/2/25,せり・入札,6,－,6,－,－,－,－,－,－,－
みずな,2021/2/25,相対,20671,4459,9621,1000,1535,1400,216,1500,40,900
みずな,2021/2/25,第三者販売,194,10,184,－,－,－,－,－,－,－
みずな,2021/2/25,商物分離,855,－,855,－,－,－,－,－,－,－
セルリー,2021/2/25,せり・入札,102,－,102,－,－,－,－,－,－,－
セルリー,2021/2/25,相対,37508,3928,19820,2500,3346,1800,250,3300,764,1800
セルリー,2021/2/25,第三者販売,250,250,－,－,－,－,－,－,－,－
ブロッコリー,2021/2/25,せり・入札,430,－,430,－,－,－,－,－,－,－
ブロッコリー,2021/2/25,相対,164210,22240,92847,5000,20395,3100,1638,7100,2390,9500
ブロッコリー,2021/2/25,第三者販売,9406,9406,－,－,－,－,－,－,－,－
ブロッコリー,2021/2/25,商物分離,14138,－,14138,－,－,－,－,－,－,－
きゅうり,2021/2/25,せり・入札,1490,－,1165,50,－,75,－,100,－,100
きゅうり,2021/2/25,相対,196751,26921,89988,9950,22553,14525,9909,8700,1805,12400
きゅうり,2021/2/25,第三者販売,795,795,－,－,－,－,－,－,－,－
きゅうり,2021/2/25,商物分離,5950,－,5950,－,－,－,－,－,－,－
なす,2021/2/25,せり・入札,220,－,25,50,－,45,－,100,－,－
なす,2021/2/25,相対,138946,21628,68196,4950,12901,8755,3528,8100,588,10300
なす,2021/2/25,第三者販売,549,418,131,－,－,－,－,－,－,－
なす,2021/2/25,商物分離,3089,－,3089,－,－,－,－,－,－,－
トマト,2021/2/25,せり・入札,868,108,428,32,－,100,－,100,－,100
トマト,2021/2/25,相対,260350,32887,125584,11968,42425,17700,2442,15900,944,10500
トマト,2021/2/25,第三者販売,3691,3616,75,－,－,－,－,－,－,－
トマト,2021/2/25,商物分離,10376,－,9876,－,－,－,－,500,－,－
ミニトマト,2021/2/25,せり・入札,36,36,－,－,－,－,－,－,－,－
ミニトマト,2021/2/25,相対,63997,7675,33536,700,7610,3900,743,2600,33,7200
ミニトマト,2021/2/25,第三者販売,1512,1464,24,－,－,－,－,－,24,－
ミニトマト,2021/2/25,商物分離,6735,－,6735,－,－,－,－,－,－,－
ピーマン,2021/2/25,せり・入札,465,－,40,－,293,32,－,100,－,－
ピーマン,2021/2/25,相対,62078,6385,32976,2995,5558,4068,1813,2700,583,5000
ピーマン,2021/2/25,第三者販売,5,－,－,5,－,－,－,－,－,－
ピーマン,2021/2/25,商物分離,1367,－,1367,－,－,－,－,－,－,－
じゃがいも,2021/2/25,せり・入札,540,－,540,－,－,－,－,－,－,－
じゃがいも,2021/2/25,相対,225401,23124,91077,7000,50050,16000,5000,15100,150,17900
じゃがいも,2021/2/25,第三者販売,1210,1000,210,－,－,－,－,－,－,－
じゃがいも,2021/2/25,商物分離,71400,－,70600,－,－,－,－,800,－,－
さつまいも,2021/2/25,せり・入札,560,－,560,－,－,－,－,－,－,－
さつまいも,2021/2/25,相対,101780,7552,52990,7000,6988,4700,670,5800,1580,14500
さつまいも,2021/2/25,第三者販売,585,485,100,－,－,－,－,－,－,－
さつまいも,2021/2/25,商物分離,9780,－,9780,－,－,－,－,－,－,－
さといも,2021/2/25,せり・入札,180,－,180,－,－,－,－,－,－,－
さといも,2021/2/25,相対,18299,2995,11879,400,1625,1000,110,200,90,－
さといも,2021/2/25,第三者販売,500,－,500,－,－,－,－,－,－,－
さといも,2021/2/25,商物分離,75,－,75,－,－,－,－,－,－,－
たまねぎ,2021/2/25,相対,266830,33602,96511,12000,20350,27600,13507,22500,5160,35600
たまねぎ,2021/2/25,第三者販売,18400,－,18400,－,－,－,－,－,－,－
たまねぎ,2021/2/25,商物分離,5100,－,5100,－,－,－,－,－,－,－
なましいたけ,2021/2/25,せり・入札,547,379,99,－,69,－,－,－,－,－
なましいたけ,2021/2/25,相対,24811,3064,14121,300,1302,900,186,3700,38,1200
なましいたけ,2021/2/25,第三者販売,200,172,28,－,－,－,－,－,－,－
なましいたけ,2021/2/25,商物分離,316,－,316,－,－,－,－,－,－,－
その他野菜,2021/2/25,せり・入札,15050,2246,7443,－,4661,－,－,200,－,500
その他野菜,2021/2/25,相対,755691,94709,348055,50000,88550,49000,10779,59300,4598,50700
